,gr_pass,gr_pers,grit1,grit2_r,grit3_r,grit4,grit5_r,grit6,grit7_r,grit8_r,grit9,grit10,grit11_r,grit12,Grit,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,bfi45,bfi46,bfi47,bfi48,bfi49,bfi50,bfi51,bfi52,bfi53,bfi54,bfi55,bfi56,bfi57,bfi58,bfi59,bfi60,O,C,E,A,N,wplgrit1,wplgrit2,wplgrit3,wplgrit4,wplgrit5,wplgrit6,wplgrit7,wplgrit8,wplgrit9,wplgrit10,wplgrit11,wplgrit12,givetake1,givetake2,givetake3,givetake4,givetake5,givetake6,givetake7,givetake8,givetake9,givetake10,givetake11,givetake12,givetake13,Generosity,coach1,coach2,coach3,coach4,coach5,coach6,coach7,coach8,coach9,coach10,coachability,hop1,hop2,hop3,hop4,hop5,hop6,hop7,hop8,hop9,hop10,hop11,hop12,hop13,hop14,hop15,hop16,hop17,scg1_goal1,scg1_goal2,scg1_goal3,scg2_goal1,scg2_goal2,scg2_goal3,scg3_goal1,scg3_goal2,scg3_goal3,scg4_goal1,scg4_goal2,scg4_goal3,scg5_goal1,scg5_goal2,scg5_goal3,birthyr,gender,work_hrs,work_status,work_employer,educ,SATACT,income,birthyr2,age,gender_b,gritrubric,grit_pass,grit_pers,sc2_r,sc3_r,sc4_r,sc5_r,sc7_r,sc9_r,sc10_r,sc12_r,sc13_r,sc,wplgrit,wplpass,wplpers,op,hp,work_time,work_like,work_import,work_pass,work_ident,scg1_goal1_r,scg1_goal2_r,scg1_goal3_r,scg2_goal1_r,scg2_goal2_r,scg2_goal3_r,scg,bfi49_r,bfi51_r,bfi54_r,bfi56_r,bfi57_r,bfi60_r,bfi25_r,bfi28_r,bfi31_r,bfi32_r,bfi33_r,bfi34_r,bfi1_r,bfi4_r,bfi7_r,bfi8_r,bfi11_r,bfi12_r,bfi14_r,bfi16_r,bfi19_r,bfi20_r,bfi23_r,bfi24_r,bfi37_r,bfi39_r,bfi43_r,bfi44_r,bfi45_r,bfi47_r,N_r
46,3,4,4,4,4,5,4,5,4,4,5,4,4,4,4.25,4,2,2,2,2,4,3,4,1,2,4,1,2,1,5,4,2,4,4,1,2,4,4,1,2,5,1,4,1,4,5,1,1,4,5,2,2,2,4,4,1,4,5,1,1,2,1,4,5,4,2,4,2,1,1,4,5,4,2,4,1,2,4,1,5,4,2,4,2,2,4,4,2,4.166666667,4.5,4.333333333,4.583333333,4.333333333,4,4,3,3,2,3,4,5,4,5,5,4,4,4,5,5,4,2,3,3,2,4,4,2,3,4.4,3,3,4,4,4,2,3,4,4,5,3.6,4,3,4,3,4,4,2,4,2,4,2,2,4,4,4,3,3,1,1,2,3,3,5,7,7,6,3,3,1,5,6,2,40,1,3,6,NA,2,NA,3,1964,56,1,3.5,4,4.5,4,4,4,4,3,5,4,5,4,4.076923077,3.833333333,3.285714286,4.6,2.333333333,4,4,4,4,3,3,7,7,6,5,5,3,5,4,5,4,4,4,4,4,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,4,4,2,2,2,1,2,2,1.666666667
47,3,5,4,2,2,3,3,5,4,3,5,4,3,4,3.5,4,2,2,3,2,4,3,3,4,4,2,3,3,4,3,4,4,3,3,3,4,3,3,4,2,4,4,4,3,3,3,4,3,4,4,3,2,4,3,3,4,4,4,2,3,4,4,3,2,2,2,3,4,5,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3.083333333,2.833333333,2.833333333,3.25,2.916666667,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,3.6,4,4,4,3,3,4,4,4,4,3,3.7,5,3,4,3,4,4,3,4,4,5,4,3,4,5,5,5,5,7,6,7,6,5,6,7,6,7,7,6,7,7,6,7,59,1,3,2,1,6,NA,9,1983,37,1,4,2.833333333,4.166666667,4,4,3,4,3,2,2,3,3,3.153846154,3.416666667,3.428571429,3.4,3.333333333,4.333333333,4,5,5,5,5,1,2,1,2,3,2,4.25,3,2,3,2,3,3,2,2,4,3,2,2,2,2,3,2,2,4,2,3,2,3,3,4,4,3,2,2,2,3,3.083333333
48,5,4,3,4,4,3,4,5,4,5,5,5,4,4,4.166666667,5,1,1,1,1,5,2,4,1,1,5,1,1,4,1,1,4,1,2,4,3,1,1,4,3,3,2,4,2,4,4,1,1,3,2,3,4,1,4,4,2,5,5,1,1,1,1,4,4,4,3,2,3,4,4,4,3,3,2,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3.083333333,4.583333333,1.75,3.583333333,3.166666667,5,4,4,3,5,3,4,5,3,4,3,3,3,2,2,4,4,2,3,3,2,4,1,1,4,3,2,2,4,3,3,3,2,3,2,3,2.7,3,2,3,2,3,3,2,4,3,4,3,3,4,4,5,4,4,2,2,2,2,2,2,7,4,7,4,2,4,6,2,6,57,1,3,1,1,5,1730,9,1981,39,1,4.5,4.166666667,4.166666667,5,5,5,5,4,5,5,5,5,4.846153846,3.833333333,4,3.6,2.5,3.333333333,4,4,5,4,4,6,6,6,6,6,6,5.333333333,4,3,3,3,3,4,5,4,5,5,5,5,2,2,2,3,2,3,4,4,5,5,3,2,2,4,2,3,3,2,2.833333333
49,5,3,4,1,2,5,2,4,2,2,5,3,2,3,2.916666667,4,3,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,5,4,4,4,5,4,4,5,3,3,5,3,4,4,5,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,5,4,4,5,3,5,3.083333333,2.916666667,3.166666667,3.416666667,2.916666667,4,4,4,3,4,3,4,4,5,4,4,5,4,4,3,5,3,3,4,4,4,4,4,5,4,3.8,5,3,5,4,5,4,4,3,4,5,4.2,4,4,4,5,4,4,3,4,4,5,4,3,4,5,4,4,4,6,5,7,6,6,6,6,7,6,6,5,6,6,6,5,55,0,3,1,1,6,NA,5,1979,41,0,4,1.833333333,4,3,2,3,2,2,2,2,1,2,2.615384615,4,3.714285714,4.4,3.833333333,4.166666667,4,5,4,4,4,2,3,1,2,2,2,4,1,3,3,2,2,1,1,2,3,2,1,2,2,2,2,2,3,2,3,2,1,2,3,3,3,2,2,2,2,2,3.083333333
50,6,5,4,3,4,3,5,5,5,4,5,3,4,3,4,5,1,1,3,1,5,3,4,1,3,4,1,1,1,4,3,4,2,3,2,2,5,4,1,1,4,1,4,4,5,4,4,2,4,4,3,4,1,5,5,1,5,4,1,2,1,1,5,4,4,3,2,4,1,3,4,4,3,3,4,3,4,4,1,5,5,4,5,2,1,4,4,1,4.166666667,4.75,3.833333333,3.583333333,3.333333333,4,4,3,2,4,4,4,5,3,4,4,4,4,4,4,4,4,1,3,4,3,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,2,4,4,4,4,5,5,4,3,7,6,6,7,7,7,7,7,7,6,7,7,7,7,7,59,1,3,2,4,6,NA,3,1983,37,1,5.5,4.166666667,3.833333333,5,5,3,5,3,5,3,5,5,4.384615385,3.75,3.571428571,4,3,4,4,5,5,4,3,1,2,2,1,1,1,4.083333333,2,5,2,4,5,5,5,5,5,4,5,5,5,2,4,4,5,5,5,2,2,4,3,2,2,4,2,2,3,2,2.666666667
51,2,3,4,2,1,5,1,4,1,2,2,2,1,3,2.333333333,2,5,3,3,3,2,5,2,3,4,3,3,2,5,2,2,5,2,3,4,4,2,3,4,5,4,4,4,2,5,5,3,1,4,3,2,2,4,3,1,4,4,4,4,5,4,2,4,5,4,2,3,4,5,5,1,5,5,1,5,2,1,4,1,5,5,1,5,2,2,4,4,3,4.416666667,2.833333333,1.916666667,3.916666667,3.333333333,4,3,3,3,2,3,4,5,4,4,4,4,4,5,5,4,5,3,4,3,2,5,2,2,3,4.6,3,4,5,4,5,4,4,4,4,5,4.2,3,2,3,1,3,4,1,4,1,3,2,4,2,5,4,2,3,2,5,1,1,6,1,7,7,7,6,4,7,6,4,7,58,1,3,1,NA,4,NA,5,1982,38,1,2.5,1.333333333,3.333333333,1,3,3,3,1,3,2,3,4,2.461538462,3.583333333,3.142857143,4.2,1.833333333,3.333333333,2,5,4,2,3,6,3,7,7,2,7,5.833333333,5,5,5,4,4,3,2,2,2,1,2,4,1,1,2,2,2,1,2,4,3,5,4,4,2,3,5,1,1,1,2.666666667
52,4,5,4,4,4,4,4,5,4,5,5,5,4,5,4.416666667,4,1,1,2,2,4,2,5,2,1,5,2,1,2,4,4,2,4,4,1,2,4,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,2,4,3,2,5,5,1,1,2,3,5,4,4,1,4,3,1,1,4,4,4,1,5,1,1,5,1,5,4,1,4,2,1,5,5,2,4.666666667,4.25,3.916666667,2.916666667,4.416666667,5,5,4,4,5,4,5,5,3,5,5,4,4,4,5,3,3,3,4,5,2,5,5,4,3,3.8,4,4,5,5,5,5,4,3,4,5,4.4,3,3,5,3,4,4,3,5,3,4,3,2,4,5,5,5,4,2,2,3,5,2,3,6,6,5,7,7,5,5,6,7,72,0,1,1,1,5,1920,10,1996,24,0,4.5,4.166666667,4.666666667,5,5,4,4,4,4,5,4,5,4.461538462,4.5,4.571428571,4.4,2.833333333,4.166666667,4,5,5,5,4,6,6,5,3,6,5,5.583333333,5,5,5,4,5,4,4,4,5,5,4,3,4,4,5,4,3,4,2,3,3,3,3,3,2,2,2,2,2,1,1.583333333
53,5,4,4,3,1,3,2,5,1,2,5,4,2,4,3,3,4,4,4,3,4,3,5,3,4,5,4,5,5,3,4,4,3,4,4,5,5,4,5,4,4,3,5,5,4,4,4,4,5,5,2,4,5,4,4,5,4,5,4,5,3,4,3,4,5,3,3,3,3,3,5,2,5,4,4,4,4,4,4,4,4,3,4,3,5,5,3,5,3,2.833333333,2.666666667,3.416666667,3.333333333,4,4,5,4,4,5,4,5,5,4,4,5,5,4,5,4,5,2,4,4,5,4,5,4,5,4.6,5,4,5,4,4,5,4,3,5,4,4.3,5,4,5,4,5,4,5,4,5,4,3,4,5,4,5,4,5,7,6,7,5,6,7,6,5,6,7,6,7,6,6,6,52,0,2,1,1,8,NA,10,1976,44,0,4.5,1.833333333,4.166666667,2,2,2,3,3,3,2,2,1,2.846153846,4.416666667,4.285714286,4.6,4.166666667,4.5,5,4,5,4,5,1,2,1,3,2,1,3.916666667,2,2,3,3,1,1,1,1,2,1,3,2,1,2,2,1,1,2,3,1,2,2,4,2,1,3,1,4,1,2,2.666666667
54,5,3,3,3,3,2,3,3,2,2,3,2,3,4,2.75,3,3,2,2,2,3,4,3,3,2,3,1,1,4,2,2,4,2,1,4,4,2,2,3,3,5,2,4,1,5,4,2,2,4,4,4,3,4,4,3,2,5,3,3,5,4,1,3,3,2,5,1,4,3,4,1,2,2,4,2,4,1,5,2,5,5,1,5,2,1,5,5,1,4.833333333,3.166666667,2.083333333,4,1.833333333,2,2,2,2,5,3,4,4,3,4,4,1,5,5,5,4,4,3,4,4,3,3,2,1,2,4.6,3,3,5,4,5,5,4,3,4,5,4.1,5,3,5,4,5,5,2,4,2,5,2,2,3,4,5,4,4,5,1,1,7,5,5,7,6,4,3,5,5,7,1,3,63,1,2,1,2,6,1160,7,1987,33,1,4,2.666666667,2.833333333,3,4,4,4,2,3,4,5,5,3.538461538,3,2.857142857,3.2,2.5,4.833333333,3,4,5,4,4,3,7,7,1,3,3,4.5,5,4,5,4,5,5,2,4,3,1,2,5,2,2,2,2,3,3,4,5,4,4,2,3,4,5,5,4,4,4,4.166666667
55,3,4,4,5,4,5,5,5,4,5,5,4,5,5,4.666666667,5,1,1,1,1,4,3,4,1,1,5,1,1,5,2,4,5,3,1,3,3,4,5,1,2,5,1,5,5,5,5,1,1,5,5,3,3,2,4,4,1,5,5,1,2,1,1,5,5,4,5,4,4,1,1,5,5,4,2,5,1,3,4,3,4,4,1,4,1,1,4,5,1,4.25,4.666666667,3,4.333333333,4.083333333,5,5,5,3,5,3,5,5,4,4,5,3,5,5,5,5,5,1,5,4,1,5,5,3,3,5,5,5,5,5,5,5,5,4,5,5,4.9,5,1,5,1,5,4,1,5,3,5,1,1,3,5,5,4,4,7,7,7,1,6,6,7,7,7,7,1,6,7,4,6,48,1,4,5,NA,2,NA,7,1972,48,1,3.5,4.666666667,4.666666667,5,5,5,5,3,5,5,5,5,4.692307692,4.333333333,4.428571429,4.2,1.333333333,4.833333333,3,5,5,4,4,1,1,1,7,2,2,4.083333333,3,3,5,5,5,5,4,5,5,4,5,5,1,1,3,3,5,4,5,1,5,5,3,3,2,2,1,1,2,1,1.916666667
56,5,4,4,4,5,2,4,4,3,5,4,4,4,3,3.833333333,4,2,1,1,1,4,2,3,2,2,4,1,2,5,1,1,5,1,3,5,5,2,1,4,5,1,5,2,4,2,2,3,2,1,1,4,5,3,5,4,1,4,4,1,3,1,2,3,3,1,5,1,5,4,4,4,2,1,2,4,1,4,2,5,1,2,4,1,5,2,2,2,4,1.833333333,4,1.333333333,1.833333333,2.333333333,4,4,3,1,3,2,3,4,3,4,1,2,1,1,3,1,1,4,1,3,2,4,3,1,5,1.4,1,1,3,1,3,1,1,1,1,2,1.5,2,3,2,2,2,1,1,3,1,2,1,1,4,3,3,2,2,1,1,1,1,1,7,4,4,6,6,6,1,1,1,1,68,1,4,1,1,3,NA,3,1992,28,1,4.5,4.166666667,3.5,4,5,5,5,4,4,4,5,4,4.230769231,2.833333333,2.857142857,2.8,1.5,2,4,3,3,2,2,7,7,7,7,7,1,5.25,2,1,2,1,4,2,3,5,5,3,5,4,1,1,1,1,2,1,1,2,3,4,2,1,5,5,2,4,5,2,3.666666667
57,5,4,5,4,4,4,4,5,4,5,5,5,4,5,4.5,5,2,1,2,2,4,1,4,2,2,5,2,2,5,1,3,5,3,1,3,2,1,1,5,2,4,2,4,1,5,5,2,1,2,3,2,4,2,4,3,1,5,5,1,1,1,2,5,5,4,3,3,3,4,5,2,3,3,2,4,4,1,5,1,5,5,1,5,1,1,5,4,1,4.916666667,4.583333333,2,3.916666667,2.833333333,3,5,5,1,3,2,2,5,4,5,5,3,4,5,3,5,5,1,5,1,1,3,1,1,4,4.4,5,5,5,5,5,4,4,4,5,5,4.7,3,2,3,2,3,2,1,3,2,3,1,1,2,3,3,3,3,1,1,1,1,1,1,7,7,2,7,7,7,7,7,4,60,1,2,1,2,5,1940,4,1984,36,1,4.5,4.166666667,4.833333333,4,5,4,4,5,4,4,4,4,4.307692308,3.583333333,3,4.4,1.5,2.833333333,2,3,3,3,3,7,7,7,7,7,7,6.583333333,5,5,5,5,5,5,4,5,5,5,5,4,1,1,3,4,1,4,4,5,4,5,4,2,2,3,4,3,3,2,3.166666667
58,3,1,3,2,3,3,2,4,4,2,3,2,3,4,2.916666667,3,4,3,4,2,3,5,2,4,4,3,3,2,4,4,4,2,3,3,3,3,3,3,2,3,4,1,4,1,4,4,2,1,4,4,1,2,3,4,4,2,2,3,2,4,2,3,3,4,4,2,4,1,4,4,1,2,4,2,4,1,1,5,1,5,5,1,5,1,1,5,5,1,5,3.333333333,3.25,4.333333333,3.416666667,3,5,3,3,2,2,3,5,2,2,4,1,5,4,5,3,1,4,5,4,3,3,5,4,4,3.6,3,2,5,5,4,4,5,3,4,5,4,1,3,3,3,1,4,1,3,3,1,1,5,3,1,3,3,1,7,6,6,7,6,6,7,7,7,7,6,7,6,7,6,44,0,2,2,4,5,NA,4,1968,52,0,2,2.666666667,3.166666667,2,3,2,4,1,2,2,3,4,2.615384615,2.916666667,3,2.8,2.666666667,2.166666667,3,1,3,3,1,1,2,2,1,2,2,4.25,5,5,5,5,5,5,3,4,4,2,4,3,2,4,3,3,4,3,5,5,4,5,5,4,2,2,5,4,2,2,2.583333333
59,6,6,4,4,3,3,3,4,3,3,3,4,3,4,3.416666667,2,3,2,2,2,2,2,2,3,2,4,2,1,5,2,2,5,1,2,3,3,4,4,2,2,4,2,4,1,4,5,2,2,5,5,2,2,4,4,2,4,3,3,3,3,2,2,4,4,3,2,4,2,2,1,4,4,4,1,4,2,1,4,1,5,4,2,4,3,1,4,4,1,4.333333333,3.166666667,2.583333333,4.333333333,4.083333333,4,3,3,4,4,4,5,4,3,5,4,2,4,5,4,5,4,1,4,3,1,1,2,2,1,4.4,4,4,5,5,5,3,4,2,4,5,4.1,4,4,4,3,4,3,2,4,2,4,3,2,4,5,5,4,4,5,4,3,5,3,3,5,4,2,3,4,5,4,5,2,40,0,2,1,1,5,NA,9,1964,56,0,6,3.166666667,3.666666667,3,4,4,4,4,3,4,4,5,3.461538462,3.75,3.857142857,3.6,2.666666667,3.833333333,4,5,5,4,4,3,4,5,3,5,5,4,5,5,4,3,5,5,2,2,3,3,4,4,1,1,3,3,4,4,4,5,4,4,4,4,3,2,2,2,2,2,1.916666667
60,4,4,4,4,2,3,4,5,4,4,5,5,5,4,4.083333333,4,2,2,2,2,4,5,4,2,2,5,2,1,4,2,1,5,3,2,4,3,4,4,2,2,5,1,5,1,5,5,1,1,4,4,1,3,1,5,5,1,5,5,2,2,2,1,5,5,3,5,2,4,2,2,4,4,4,2,4,2,2,4,2,5,5,2,5,1,2,4,4,1,4.416666667,4.75,2.666666667,4.666666667,3.333333333,5,2,4,2,4,3,4,5,4,4,5,4,5,5,5,5,5,1,5,5,1,4,1,2,4,5,4,3,4,5,5,4,5,5,5,4,4.4,5,2,5,2,4,4,1,4,1,5,2,1,4,4,4,4,4,3,1,2,6,1,2,6,7,7,5,7,7,7,6,7,61,1,3,1,1,5,2040,5,1985,35,1,4,3.833333333,4.333333333,4,4,4,4,1,4,4,4,5,3.923076923,3.833333333,3.428571429,4.4,1.5,4.5,4,4,4,4,4,5,7,6,2,7,6,6,4,4,4,5,4,5,5,5,4,4,4,5,2,1,2,3,4,4,5,5,5,5,5,3,3,4,2,2,2,2,2.666666667
61,6,2,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,2,4,1,1,4,4,3,3,2,4,4,2,3,1,4,4,1,2,3,4,3,3,3,4,4,3,3,3,4,4,2,3,4,4,2,4,1,4,4,4,2,3,2,3,3,4,1,4,1,5,5,1,5,2,1,3,3,1,4.5,3.25,2.25,3.833333333,2.166666667,3,2,2,2,3,2,3,3,3,4,4,1,3,4,4,3,4,2,4,2,2,3,1,2,3,3.6,2,1,5,4,4,4,3,3,4,4,3.4,3,2,3,3,3,3,2,2,2,3,2,1,3,4,4,3,3,5,1,4,6,7,4,7,7,6,6,7,7,6,7,7,42,0,3,6,NA,4,NA,5,1966,54,0,4,3.166666667,2.833333333,2,3,3,3,2,3,3,3,3,2.846153846,2.666666667,2.428571429,3,2,2.833333333,3,4,4,3,3,3,7,4,2,1,4,5.083333333,5,5,5,4,5,5,3,3,2,2,4,3,2,2,2,2,4,2,4,5,5,4,3,3,4,5,4,3,4,3,3.833333333
62,5,6,5,4,5,4,5,5,4,5,5,5,5,5,4.75,4,1,1,2,3,4,1,4,1,1,5,1,1,5,1,1,1,4,5,1,3,5,4,3,1,2,3,3,3,3,3,2,1,3,2,1,5,1,5,5,1,5,5,1,1,1,1,5,5,5,1,4,3,1,1,5,5,5,1,5,1,3,5,1,5,3,3,3,4,2,4,4,2,3.75,5,3.5,3.083333333,4.75,4,5,4,3,4,3,4,5,5,5,5,5,3,3,5,2,3,5,4,4,4,5,5,4,5,3.2,5,5,5,5,5,3,3,3,5,5,4.4,5,1,3,3,4,3,3,5,2,5,3,1,4,5,5,5,5,1,1,1,1,1,1,5,7,7,7,5,6,1,4,6,58,0,2,1,1,2,NA,3,1982,38,0,5.5,4.666666667,4.833333333,5,5,4,3,5,5,5,5,5,4.538461538,4.333333333,3.857142857,5,2.166666667,4.166666667,4,5,5,5,5,7,7,7,7,7,7,6.583333333,3,5,3,2,4,4,5,5,5,5,5,5,1,5,5,3,3,5,3,3,4,5,5,1,1,2,1,1,1,1,1.25
63,3,4,4,5,4,3,5,5,5,5,5,5,4,5,4.583333333,5,5,1,1,1,4,2,5,4,1,5,1,1,4,2,3,4,4,4,2,3,4,4,1,2,4,1,4,4,5,5,1,1,2,4,3,2,1,5,5,1,4,5,1,1,1,5,5,5,4,4,2,2,2,1,4,4,4,4,4,2,2,4,1,5,5,2,5,1,1,4,4,2,4.5,4.583333333,3.416666667,4,3.583333333,5,4,4,3,4,2,3,5,4,4,4,2,4,2,5,2,2,2,5,4,1,4,3,1,5,3,2,3,5,4,2,4,4,3,5,5,3.7,4,1,4,3,4,4,2,4,2,4,2,2,4,4,4,4,4,1,1,1,7,1,1,7,6,7,6,7,7,6,6,1,50,1,2,4,NA,4,NA,11,1974,46,1,3.5,4.666666667,4.5,1,5,5,5,4,2,5,5,5,4.307692308,3.666666667,3.571428571,3.8,2,4,4,4,4,4,4,7,7,7,1,7,7,6.333333333,4,5,4,5,5,4,5,5,5,5,5,1,2,2,4,3,5,4,5,2,5,5,3,4,2,4,2,2,2,2,2.416666667
64,6,2,2,4,3,1,4,3,3,3,3,3,5,4,3.166666667,4,2,4,2,2,4,3,3,1,4,2,2,2,4,2,3,3,2,2,2,3,2,3,2,3,2,1,2,3,4,4,2,2,2,3,3,4,1,5,5,1,3,3,3,1,1,1,3,4,4,3,3,4,2,3,2,1,3,3,3,4,2,3,4,3,2,4,2,4,3,2,3,1,2.75,4.25,2.75,3.166666667,2.75,4,4,2,3,2,3,3,4,3,3,3,2,4,2,4,2,3,2,5,5,3,5,3,4,4,3,3,4,4,3,3,4,4,4,5,5,3.9,2,2,4,2,3,2,2,3,1,1,2,1,2,2,2,2,2,3,1,5,6,7,5,6,6,6,6,3,3,7,7,7,66,0,1,3,NA,5,1400,8,1990,30,0,4,3.666666667,2.666666667,4,2,4,4,3,5,2,4,4,3.461538462,3,3,3,1.666666667,2.5,2,2,2,2,2,5,7,3,2,1,3,4.25,4,2,2,2,3,5,5,5,3,5,5,5,2,3,4,3,4,3,5,3,4,4,3,2,2,3,4,5,3,3,3.25
65,4,3,3,3,4,4,4,3,4,4,4,2,2,3,3.333333333,2,3,3,2,3,2,4,3,3,3,3,4,2,2,4,5,2,3,4,2,3,4,4,2,3,2,2,2,2,4,4,2,3,4,4,4,3,4,2,2,3,4,4,4,4,4,2,3,4,4,4,2,4,4,4,4,3,2,4,2,3,2,4,1,4,4,2,2,4,2,4,4,2,3.75,2.833333333,3.833333333,3.333333333,2.5,3,3,4,3,2,3,4,4,4,4,2,2,2,4,4,4,4,4,3,4,4,4,4,2,2,3.6,4,2,4,3,3,4,3,4,4,4,3.5,4,2,4,2,3,4,2,3,2,3,4,2,2,3,3,4,3,3,4,4,5,5,4,5,7,6,6,7,3,3,2,3,59,1,3,1,NA,5,950,11,1983,37,1,3.5,3.5,3.166666667,3,3,4,3,2,3,3,2,4,2.846153846,3.166666667,3.142857143,3.2,2.333333333,3.5,2,3,3,4,3,5,4,4,3,3,4,4.75,4,5,4,2,4,4,2,3,2,2,2,4,4,4,4,3,4,3,4,4,4,3,2,3,2,4,2,3,4,4,3.5
66,3,4,3,3,4,2,4,4,3,4,4,4,3,3,3.416666667,3,4,2,2,5,2,3,3,3,4,3,3,2,5,2,2,5,2,2,4,2,1,4,3,3,4,2,4,2,5,4,1,1,2,2,4,5,4,5,4,1,4,5,2,4,4,3,3,4,4,2,2,4,2,2,3,4,4,1,4,2,3,5,4,4,2,4,4,4,2,2,2,1,3.083333333,3.583333333,2.25,3.5,3.666666667,3,2,2,1,2,1,2,5,2,3,4,1,4,3,4,5,2,3,4,4,2,4,5,4,4,3.6,2,1,4,4,4,1,1,2,5,1,2.5,2,1,4,1,3,2,1,4,1,2,2,3,4,3,5,2,4,3,5,6,6,2,5,7,6,6,3,6,5,6,2,4,66,0,3,2,4,3,NA,4,1990,30,0,3.5,3.5,3.333333333,2,4,4,1,3,3,2,3,4,2.846153846,2.333333333,1.857142857,3,1.5,2.833333333,4,3,5,2,4,5,3,2,2,6,3,4.5,3,2,2,2,4,5,2,5,4,2,2,3,1,1,2,4,3,3,4,4,5,5,2,1,2,4,3,2,2,2,2.333333333
67,3,4,3,3,2,4,2,3,2,2,3,3,4,4,2.916666667,4,3,3,3,3,3,4,4,3,3,4,4,2,3,2,4,3,3,2,3,3,4,3,4,3,3,4,3,4,4,3,4,2,3,3,3,3,2,3,3,4,2,2,3,3,3,3,4,3,4,4,3,2,2,3,3,3,4,2,3,4,2,2,3,4,3,4,4,3,3,3,3,4,3,2.916666667,2.916666667,2.916666667,3.25,3,4,3,3,3,2,4,3,2,3,3,2,3,3,4,3,4,3,3,3,3,4,4,4,3,3.4,3,2,3,2,3,2,4,3,3,2,2.7,4,3,3,4,3,3,4,3,4,4,3,2,3,3,4,4,3,7,6,7,5,4,6,4,5,5,5,6,5,5,6,5,64,0,3,1,1,5,NA,3,1988,32,0,3.5,2.5,3.333333333,3,3,3,3,2,3,3,2,4,3.153846154,2.916666667,3.142857143,2.6,3.333333333,3.333333333,3,3,4,4,3,1,2,1,3,4,2,3.583333333,4,3,2,3,3,2,4,2,3,3,3,3,3,3,3,3,2,3,2,2,2,4,3,3,2,3,3,3,2,3,2.75
68,5,5,4,2,4,3,2,5,4,3,4,4,2,4,3.416666667,4,4,2,5,2,3,3,3,4,2,4,2,2,4,3,3,4,4,3,2,3,4,4,3,5,4,2,4,3,4,4,2,2,5,5,2,4,1,4,5,1,4,4,1,2,2,3,3,4,3,2,3,3,1,1,4,4,3,2,3,3,1,4,2,4,4,1,4,3,1,4,4,1,4.25,4.166666667,3,3.916666667,3.666666667,4,5,3,1,4,3,1,4,2,3,5,4,4,4,4,5,3,4,3,3,3,4,3,2,4,4,4,4,3,5,3,3,4,4,3,2,3.5,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,56,1,4,1,1,2,NA,10,1980,40,1,5,2.833333333,4,2,4,1,4,3,2,4,4,4,3.230769231,3.25,3,3.6,2,3.333333333,1,1,1,1,1,1,1,1,7,7,7,5.5,5,4,5,3,5,5,5,5,5,4,4,3,2,2,4,3,3,1,4,3,4,4,4,2,3,3,2,2,3,3,2.333333333
69,3,5,4,4,4,3,4,4,4,4,4,4,4,5,4,3,3,2,2,3,3,3,3,3,2,4,3,2,4,2,2,4,3,2,4,2,4,4,2,2,4,2,4,2,4,4,2,2,4,4,2,3,2,4,4,2,4,4,2,2,2,2,4,4,4,3,2,4,4,4,4,4,4,2,4,2,2,4,2,4,4,4,2,3,4,4,4,2,3.416666667,4,2.916666667,3.916666667,3.25,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,2,2,4,4,4,2,4,4,4,4,3.4,4,2,4,2,4,4,4,4,4,4,2,2,4,4,4,4,4,7,7,7,5,5,5,6,6,3,6,6,2,6,6,6,60,1,2,1,1,6,1330,12,1984,36,1,4,4,4,3,4,4,3,3,3,4,3,4,3.384615385,3.666666667,3.428571429,4,2.666666667,4,4,4,4,4,4,1,1,1,3,3,3,3.416666667,4,4,2,3,2,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,3,2,4,2,2,2,2,2.75
